219 37
0.0   1.01076923077   2.02933846154   2.05648615385   2.07003692308   2.09039076923   2.11075384615   2.13108923077   2.14469538462   2.16505846154   2.18541230769   2.19215076923   2.21251384615   2.22609230769   2.23966153846   2.24647384615   2.26009846154   2.28722769231   2.30080615385   2.32116   2.33473846154   2.36188615385   2.37545538462   2.38903384615   2.40265846154   2.43662769231   2.45020615385   2.47053230769   2.47728923077   2.49763384615   2.51799692308   2.53156615385   2.53837846154   2.55200307692   2.56558153846   2.57916   2.59952307692   2.61298153846   2.62647692308   2.63313230769   2.63959384615   2.63972307692   2.63983384615   2.64002769231   2.64627692308   2.64632307692   2.6598   2.66650153846   2.67315692308   2.68640307692   2.68654153846   2.69268   2.69276307692   2.69281846154   2.69298461538   2.69308615385   2.69343692308   2.69938153846   2.70564   2.70576923077   2.70590769231   2.70599076923   2.70609230769   2.71234153846   2.72591076923   2.73943384615   2.74617230769   2.75958461538   2.75965846154   2.77299692308   2.77308   2.78646461538   2.79289846154   2.79302769231   2.79313846154   2.80626461538   2.80633846154   2.81293846154   2.83327384615   2.83990153846   2.84000307692   2.84657538462   2.85334153846   2.85990461538   2.85999692308   2.87342769231   2.88026769231   2.88032307692   2.89397538462   2.90082461538   2.92118769231   2.92794461538   2.94149538462   2.94832615385   2.96198769231   2.96885538462   2.98253538462   2.99621538462   3.00987692308   3.01000615385   3.02369538462   3.03729230769   3.05773846154   3.07821230769   3.09189230769   3.09875076923   3.11238461538   3.13282153846   3.14645538462   3.14656615385   3.15343384615   3.17382461538   3.18742153846   3.19428923077   3.20112923077   3.20118461538   3.20808   3.21494769231   3.23525538462   3.27587076923   3.27598153846   3.29601230769   3.29606769231   3.30266769231   3.31599692308   3.32292923077   3.32946461538   3.34274769231   3.34290461538   3.34932   3.34945846154   3.35596615385   3.36264923077   3.36930461538   3.37598769231   3.38917846154   3.38928923077   3.38941846154   3.39580615385   3.40246153846   3.40910769231   3.41576307692   3.42230769231   3.43572   3.43580307692   3.43599692308   3.44237538462   3.44904923077   3.4626   3.46946769231   3.48315692308   3.48325846154   3.49023692308   3.50388923077   3.51075692308   3.52446461538   3.54493846154   3.54504923077   3.55196307692   3.55885846154   3.55894153846   3.57264923077   3.57278769231   3.57978461538   3.57989538462   3.59354769231   3.59368615385   3.59374153846   3.60065538462   3.60073846154   3.60757846154   3.61447384615   3.62808   3.64178769231   3.64181538462   3.66894461538   3.69605538462   3.72321230769   3.75032307692   3.77082461538   3.77088   3.78456   3.78467076923   3.79155692308   3.80524615385   3.81887076923   3.83253230769   3.84618461538   3.85984615385   3.86668615385   3.88706769231   3.90743076923   3.91429846154   3.92119384615   3.92124923077   3.92135076923   3.92819076923   3.94866461538   3.96224307692   3.97584   3.98270769231   3.99634153846   4.00320923077   4.00326461538   4.00329230769   4.03049538462   4.03051384615   4.04417538462   4.06461230769   4.07137846154   4.07148   4.08511384615   4.09195384615   4.09879384615   4.11247384615   4.11929538462   4.12613538462   4.13297538462   4.14657230769
-1	0	0	0.21798	0.21808	0.29614	0.2959	0.29565	0.37249	0.29522	0.29495	0.29467	0.44695	0.44606	0.44546	0.44486	0.36918	0.21843	0.29319	0.29298	0.29265	0.29243	0.29199	0.29176	0.29152	0.14521	0.0731	0.07346	0.14602	0.21802	0.28955	0.28916	0.28889	0.21775	0.07608	0.07641	0.07675	0.07724	0.35713	0.56571	0.91311	1.74602	1.39853	1.12054	0.63409	2.02136	1.88255	2.15439	2.3588	2.70063	3.51891	3.17485	4.81964	4.61346	4.47602	4.0637	3.78884	2.89561	5.01867	6.38218	6.03948	5.6968	5.4912	5.21708	6.57831	6.55933	6.67641	6.80257	7.18922	6.98594	7.5087	7.30735	7.6742	8.47829	8.14917	7.88589	8.88337	8.6885	9.08071	8.9559	9.26946	9.01837	9.45313	9.44744	9.87137	9.68681	9.84935	9.65655	9.53622	9.21706	9.03001	9.01043	9.19267	9.5018	9.5048	9.56393	9.49456	9.47161	9.43573	9.45556	9.11339	9.04538	9.17946	9.72895	10.3497	10.60915	10.63074	11.01877	11.56186	11.8984	11.45549	11.37884	12.02537	12.40565	12.26972	12.24976	11.98665	11.68273	11.49482	11.91927	12.50357	11.94477	13.63545	13.3558	14.33961	15.60913	14.91459	16.18004	17.73243	16.89175	18.85971	18.15894	19.56722	20.13477	21.7637	23.53115	28.23828	27.58103	26.75675	30.58083	32.83655	35.16923	37.57906	40.87296	45.27142	44.61866	43.09712	47.98982	50.5516	49.43336	47.62595	44.54728	43.66433	41.10123	38.45057	36.84957	33.93192	30.66051	29.96923	28.59179	27.41159	26.91248	25.125	24.32383	22.60491	21.97726	20.6717	19.91805	19.61682	18.48318	18.04093	17.37988	16.44838	15.60419	14.25619	14.12721	17.47565	23.92922	30.23594	31.90599	30.73379	30.16935	29.18459	28.04988	26.98173	25.97183	25.52508	26.2532	27.46696	28.52795	28.81714	31.4015	34.35296	33.96903	31.28176	30.3762	28.56804	26.53882	21.64629	19.53886	17.1266	15.23073	12.76774	11.12881	10.6668	10.436	10.60518	10.3666	10.9456	11.92978	12.86669	11.51903	11.88317	10.95157	9.95092	8.06572	7.50857	6.65293	5.83602	5.18415
-0.99619	0	0	0.21794	0.21798	0.29596	0.29566	0.29535	0.37205	0.29483	0.2945	0.29416	0.44615	0.44516	0.4445	0.44384	0.36831	0.21788	0.29237	0.29212	0.29173	0.29147	0.29094	0.29067	0.29039	0.14463	0.07277	0.07312	0.14532	0.21695	0.28808	0.28762	0.28731	0.21654	0.07564	0.07596	0.07628	0.07675	0.35482	0.56196	0.90699	1.73418	1.38904	1.11294	0.62979	2.00748	1.86963	2.13924	2.34203	2.6812	3.49302	3.15148	4.78379	4.57915	4.44272	4.03346	3.76064	2.87405	4.98092	6.33368	5.99358	5.65349	5.44944	5.17741	6.52776	6.5078	6.62282	6.74738	7.12966	6.92805	7.44837	7.24865	7.61511	8.4144	8.08778	7.82651	8.81949	8.62604	9.01701	8.89803	9.21127	8.96179	9.39557	9.39175	9.81507	9.63159	9.79714	9.60737	9.48767	9.17405	8.98985	8.97265	9.15234	9.45657	9.45783	9.51333	9.44274	9.41685	9.37827	9.39521	9.0552	8.98509	9.11585	9.65154	10.25596	10.50637	10.52466	10.90296	11.43224	11.7601	11.3223	11.24434	11.87688	12.24855	12.1125	12.09103	11.83132	11.52971	11.34273	11.75779	12.32674	11.77583	13.4386	13.16298	14.13121	15.37924	14.69342	15.93857	17.46437	16.63636	18.5728	17.88266	19.26766	19.82458	21.42798	23.16813	27.80257	27.15546	26.3439	30.10894	32.32982	34.62648	36.99909	40.24212	44.57262	43.92995	42.43189	47.24904	49.77124	48.671	46.89192	43.86161	42.99226	40.46907	37.86009	36.28416	33.41222	30.19402	29.51329	28.1594	26.99963	26.50804	24.75239	23.96315	22.27214	21.65376	20.37199	19.62932	19.33247	18.21748	17.78161	17.1322	16.2161	15.38809	14.06306	13.93584	17.22651	23.5658	29.7603	31.40326	30.25088	29.69532	28.72688	27.60998	26.55897	25.56564	25.12659	25.83759	27.02442	28.06145	28.3428	30.87579	33.76984	33.39005	30.74725	29.85715	28.07987	26.08428	21.2725	19.19914	16.82629	14.96231	12.53997	10.92877	10.47505	10.24839	10.40729	10.17315	10.73855	11.70069	12.61862	11.29694	11.65246	10.73895	9.75782	7.90938	7.36311	6.52413	5.72311	5.084
-0.98481	0	0	0.21781	0.21769	0.29546	0.29499	0.29452	0.37078	0.2937	0.29321	0.2927	0.44384	0.44259	0.44176	0.44092	0.36581	0.21632	0.29003	0.28966	0.2891	0.28872	0.28794	0.28755	0.28716	0.14295	0.07185	0.07217	0.14332	0.21392	0.28385	0.2832	0.28277	0.21307	0.07439	0.07468	0.07495	0.07536	0.34822	0.55125	0.88949	1.70032	1.36191	1.0912	0.61748	1.96781	1.83268	2.09594	2.29406	2.62565	3.41898	3.08467	4.68131	4.48104	4.34753	3.94701	3.68003	2.81241	4.87301	6.19502	5.86233	5.52967	5.33007	5.06397	6.38326	6.3605	6.46961	6.58961	6.95939	6.76258	7.27604	7.081	7.44652	8.2322	7.91273	7.65718	8.63758	8.44817	8.83575	8.73374	9.04625	8.80132	9.23252	9.23417	9.65595	9.47551	9.64999	9.46898	9.35105	9.05347	8.87748	8.86723	9.03952	9.32944	9.32557	9.3704	9.29611	9.26153	9.21495	9.22335	8.88949	8.81313	8.93412	9.42928	9.98568	10.20942	10.21793	10.56764	11.05633	11.35863	10.93566	10.85373	11.44524	11.79161	11.65509	11.62914	11.37931	11.08433	10.89995	11.28734	11.81076	11.28285	12.8638	12.59993	13.52252	14.7075	14.04703	15.23268	16.68041	15.88945	17.73357	17.07451	18.39124	18.91684	20.44516	22.10497	26.52565	25.90825	25.13396	28.72558	30.84391	33.03451	35.29754	38.39094	42.52124	41.90814	40.47901	45.07401	47.47963	46.43277	44.73726	41.84971	41.02026	38.61458	36.12867	34.62664	31.88955	28.82848	28.17868	26.89416	25.79456	25.32501	23.66327	22.90891	21.29987	20.70861	19.49714	18.7865	18.50246	17.44225	17.02501	16.40995	15.53914	14.75905	13.50164	13.37952	16.50241	22.50863	28.37604	29.94054	28.84626	28.3165	27.39579	26.33066	25.32963	24.38471	23.96829	24.62951	25.73799	26.70531	26.96385	29.3474	32.07449	31.70675	29.19356	28.34841	26.6609	24.76348	20.18754	18.21398	15.9564	14.18531	11.88168	10.35119	9.92142	9.70673	9.83616	9.61485	10.14054	11.03851	11.90144	10.65483	10.98521	10.12407	9.19948	7.45744	6.94271	6.15193	5.3969	4.79476
-0.96593	0	0	0.21761	0.21725	0.2947	0.29398	0.29325	0.36886	0.29201	0.29126	0.29049	0.44036	0.43872	0.43763	0.43653	0.36205	0.21396	0.28651	0.28596	0.28513	0.28456	0.28343	0.28285	0.28227	0.14043	0.07046	0.07072	0.1403	0.20934	0.27748	0.27655	0.27592	0.20783	0.07251	0.07273	0.07295	0.07326	0.33828	0.53509	0.8631	1.64927	1.32101	1.05842	0.59893	1.90799	1.77696	2.03065	2.22173	2.54187	3.30733	2.98392	4.52677	4.33309	4.20397	3.81664	3.55845	2.71944	4.71027	5.98591	5.66441	5.34293	5.15005	4.89291	6.16533	6.13836	6.23856	6.35168	6.70261	6.51303	7.01666	6.82863	7.19337	7.95897	7.65024	7.40327	8.36559	8.18223	8.56516	8.48988	8.80184	8.56365	8.99157	9.00191	9.42205	9.24609	9.43505	9.26761	9.15226	8.87956	8.71626	8.71683	8.87754	9.14501	9.13282	9.1605	9.08007	9.03135	8.97174	8.96637	8.64168	8.55504	8.66052	9.09089	9.57038	9.75119	9.74376	10.04773	10.47146	10.73285	10.333	10.24438	10.77049	11.07647	10.93885	10.90551	10.67116	10.38623	10.20564	10.54847	10.99792	10.50624	11.95701	11.71168	12.56183	13.64637	13.02548	14.11664	15.43991	14.70757	16.40508	15.79519	17.00331	17.47875	18.88687	20.41793	24.49661	23.9264	23.2113	26.52607	28.48005	30.50063	32.58798	35.44184	39.25063	38.68466	37.36541	41.60505	43.82355	42.86349	41.30247	38.64493	37.87907	35.66182	33.37432	31.99113	29.47102	26.66345	26.06269	24.88945	23.8865	23.45184	21.9413	21.24213	19.76392	19.21551	18.11746	17.45738	17.19354	16.22088	15.83301	15.27318	14.47481	13.77235	12.62337	12.50925	15.3701	20.85269	26.20583	27.64852	26.64657	26.15723	25.31209	24.32801	23.4056	22.53715	22.15684	22.74026	23.72599	24.58411	24.80687	26.95646	29.42215	29.07317	26.7639	25.98907	24.44195	22.69935	18.49577	16.6807	14.60565	12.98044	10.86424	9.46032	9.0675	8.87127	8.95602	8.75448	9.21758	10.01483	10.79224	9.66175	9.95247	9.17256	8.3357	6.75868	6.29292	5.57685	4.89305	4.34839
-0.93969	0	0	0.21738	0.21673	0.29379	0.29277	0.29174	0.36657	0.29	0.28893	0.28786	0.43621	0.43411	0.4327	0.43128	0.35757	0.21115	0.2823	0.28154	0.28039	0.27961	0.27804	0.27725	0.27645	0.13742	0.0688	0.069	0.1367	0.20388	0.26988	0.26861	0.26776	0.20159	0.07027	0.07042	0.07056	0.07076	0.32642	0.51583	0.83163	1.58838	1.27223	1.01932	0.5768	1.83666	1.71052	1.95278	2.13547	2.44198	3.17419	2.86376	4.34248	4.15666	4.03278	3.66118	3.41348	2.60857	4.5162	5.73655	5.42839	5.12025	4.93538	4.68892	5.90546	5.87346	5.96304	6.06794	6.39639	6.21543	6.70838	6.52872	6.89386	7.63646	7.34041	7.10359	8.04626	7.87001	8.24842	8.20743	8.51987	8.28948	8.71483	8.73643	9.1561	8.98526	9.19368	9.04312	8.93067	8.6891	8.54157	8.55582	8.70182	8.94059	8.91727	8.92223	8.83326	8.76547	8.68822	8.66448	8.35056	8.24983	8.33513	8.68035	9.05852	9.18234	9.15339	9.39717	9.73543	9.94296	9.57227	9.47419	9.91471	10.16778	10.02796	9.9845	9.76984	9.49704	9.32063	9.60447	9.95469	9.50949	10.79077	10.56928	11.32546	12.27893	11.70819	12.67661	13.83735	13.1807	14.68782	14.14148	15.20817	15.61765	16.86779	18.2293	21.85879	21.34989	20.71169	23.66403	25.40156	27.1982	29.05409	31.59306	34.97721	34.4728	33.29704	37.07008	39.04161	38.19812	36.81519	34.46274	33.77989	31.81087	29.78675	28.56077	26.3279	23.85705	23.31991	22.29323	21.41775	21.02826	19.71785	19.08997	17.78292	17.28981	16.34229	15.7473	15.50946	14.65153	14.30142	13.8146	13.11123	12.51239	11.50615	11.40221	13.93068	18.74267	23.43709	24.72684	23.84517	23.40732	22.66003	21.77912	20.95752	20.1878	19.85478	20.33947	21.16885	21.88785	22.065	23.91677	26.04976	25.72455	23.67679	22.99131	21.62263	20.07927	16.35577	14.7468	12.90806	11.46946	9.59493	8.35249	8.00565	7.83238	7.86314	7.68614	8.06879	8.73738	9.40715	8.42163	8.66133	7.98332	7.25656	5.88653	5.4823	4.85982	4.26518	3.79285
-0.90631	0	0	0.21715	0.2162	0.29287	0.29155	0.29021	0.36426	0.28795	0.28658	0.28519	0.43201	0.42943	0.4277	0.42597	0.35302	0.2083	0.27805	0.27707	0.27559	0.27459	0.27259	0.27158	0.27056	0.13437	0.06713	0.06725	0.13306	0.19835	0.26219	0.26058	0.25949	0.19527	0.068	0.06807	0.06814	0.06823	0.3144	0.49632	0.79975	1.5267	1.22281	0.97972	0.55438	1.7644	1.64322	1.8739	2.0481	2.34078	3.03932	2.74205	4.15579	3.97793	3.85936	3.50369	3.26662	2.49627	4.31962	5.48395	5.1893	4.89468	4.71791	4.48228	5.64221	5.60512	5.68394	5.78052	6.08621	5.91398	6.39798	6.22674	6.59469	7.31568	7.03228	6.80557	7.73177	7.56253	7.9382	7.93626	8.25127	8.02833	8.45346	8.48813	8.90995	8.74387	8.97595	8.8438	8.73394	8.5265	8.39612	8.42558	8.55506	8.76126	8.72448	8.70231	8.60249	8.51143	8.41255	8.36667	8.06333	7.94504	8.00685	8.25165	8.50993	8.56559	8.51028	8.68301	8.92026	9.06411	8.72584	8.61548	8.9557	9.14657	9.00297	8.94688	8.7544	8.49413	8.32139	8.53523	8.76599	8.37374	9.45829	9.26404	9.91162	10.71258	10.19798	11.02438	11.99573	11.42604	12.7129	12.23961	13.14213	13.47409	14.53842	15.70006	18.80168	18.36377	17.81462	20.34294	21.82524	23.35771	24.94048	27.109	29.9905	29.55789	28.54948	31.77442	33.45387	32.75096	31.57933	29.58963	29.00355	27.3272	25.61652	24.57684	22.68467	20.61463	20.15103	19.29681	18.57157	18.23421	17.16058	16.61477	15.50758	15.07804	14.30916	13.78877	13.58075	12.85705	12.55015	12.14959	11.55746	11.08234	10.24398	10.15155	12.30607	16.35471	20.29917	21.41964	20.6782	20.29856	19.66447	18.90011	18.19356	17.53758	17.26012	17.63384	18.28655	18.84833	18.97387	20.48937	22.24677	21.94823	20.19883	19.61406	18.44645	17.13153	13.95969	12.59028	11.02462	9.79818	8.20139	7.14191	6.84536	6.69722	6.67158	6.52133	6.81198	7.33467	7.88479	7.0586	7.23989	6.67458	6.06971	4.92859	4.59258	4.07342	3.57716	3.18519
-0.86603	0	0	0.21695	0.21575	0.29208	0.2905	0.2889	0.36227	0.2862	0.28456	0.28291	0.4284	0.42542	0.42342	0.42142	0.34913	0.20586	0.2744	0.27323	0.27148	0.27029	0.26791	0.26671	0.2655	0.13175	0.06569	0.06575	0.12993	0.19361	0.25559	0.25369	0.25241	0.18985	0.06605	0.06606	0.06607	0.06606	0.3041	0.47959	0.77242	1.47385	1.18047	0.94579	0.53517	1.70247	1.58553	1.8063	1.97321	2.25406	2.92374	2.63775	3.9958	3.82477	3.71074	3.36873	3.14076	2.40003	4.15115	5.26748	4.9844	4.70136	4.53155	4.30518	5.4166	5.37515	5.44475	5.53421	5.82038	5.65563	6.13509	5.97102	6.34538	7.05069	6.77778	6.55946	7.47725	7.31374	7.69009	7.72883	8.0495	7.83223	8.26116	8.30977	8.73782	8.57514	8.83408	8.71985	8.61166	8.43782	8.32408	8.36881	8.48141	8.6538	8.60177	8.54946	8.43663	8.31897	8.19519	8.12442	7.82963	7.69074	7.72725	7.86226	7.98884	7.96863	7.88313	7.97803	8.10456	8.17852	7.87287	7.74752	7.97894	8.10214	7.95271	7.88182	7.71208	7.46298	7.29244	7.42969	7.52787	7.19075	8.06581	7.9	8.43256	9.07061	8.61322	9.28892	10.05769	9.57946	10.63269	10.23631	10.96396	11.21217	12.07507	13.01931	15.54915	15.18668	14.73218	16.80378	18.0084	19.25335	20.53872	22.30542	24.63739	24.2818	23.45289	26.08447	27.44495	26.89856	25.95816	24.36634	23.88406	22.5257	21.15919	20.3231	18.80363	17.17333	16.78784	16.12001	15.55741	15.27528	14.45893	13.99988	13.10707	12.74465	12.17045	11.7286	11.55196	10.97252	10.71103	10.40408	9.9316	9.5921	8.93508	8.85461	10.62349	13.87501	17.03623	17.98648	17.39626	17.07696	16.56373	15.92005	15.33425	14.79907	14.58206	14.84185	15.31182	15.71095	15.78307	16.95097	18.32019	18.04905	16.61241	16.13154	15.17136	14.09733	11.509	10.39654	9.12175	8.1167	6.8137	5.94428	5.69755	5.57429	5.49674	5.37285	5.56694	5.93811	6.36714	5.69976	5.81965	5.36767	4.8855	3.97451	3.70733	3.2918	2.89408	2.58341
-0.81915	0	0	0.21682	0.21545	0.29156	0.2898	0.28803	0.36096	0.28504	0.28322	0.28139	0.42602	0.42276	0.42059	0.4184	0.34655	0.20424	0.27198	0.27069	0.26875	0.26745	0.26481	0.26349	0.26215	0.13002	0.06473	0.06476	0.12786	0.19047	0.25122	0.24912	0.24771	0.18626	0.06476	0.06473	0.06469	0.06462	0.29728	0.46851	0.75432	1.43882	1.1524	0.9233	0.52244	1.66143	1.54731	1.76151	1.92359	2.19659	2.84714	2.56863	3.88978	3.72327	3.61226	3.27929	3.05736	2.33625	4.03951	5.12402	4.84863	4.57326	4.40805	4.18783	5.2671	5.22276	5.28625	5.37098	5.64422	5.48444	5.96616	5.80673	6.19209	6.89177	6.62524	6.41201	7.33389	7.17364	7.5556	7.63345	7.9637	7.74895	8.18712	8.2496	8.68918	8.52759	8.81541	8.71669	8.60866	8.46443	8.36499	8.42354	8.52029	8.66024	8.59184	8.50781	8.38007	8.23345	8.0824	7.98507	7.69508	7.53313	7.54412	7.56621	7.55659	7.45658	7.33822	7.35292	7.36522	7.36701	7.09119	6.94834	7.06905	7.1231	6.96542	6.878	6.72969	6.48874	6.31808	6.37742	6.33911	6.0549	6.72364	6.58523	7.00519	7.48224	7.07836	7.60625	8.17449	7.7851	8.60922	8.28761	8.84302	9.00742	9.667	10.3908	12.34388	12.05564	11.69427	13.3085	14.23146	15.18461	16.16802	17.52866	19.29984	19.02097	18.37086	20.40431	21.43973	21.05537	20.3505	19.16496	18.78612	17.74917	16.7345	16.10547	14.96549	13.7835	13.475	12.99346	12.59361	12.36581	11.80768	11.43384	10.75401	10.45742	10.07906	9.71406	9.56813	9.13223	8.91512	8.702	8.34867	8.14622	7.67036	7.60145	9.00032	11.47851	13.87976	14.67292	14.23572	13.97454	13.58215	13.05454	12.58691	12.17173	12.01655	12.16823	12.46301	12.70621	12.72708	13.56185	14.55908	14.31414	13.1828	12.80134	12.03962	11.20249	9.19	8.3354	7.35006	6.55991	5.5469	4.86094	4.65935	4.55865	4.43947	4.33928	4.43921	4.66451	4.98068	4.45835	4.51828	4.17105	3.80243	3.10407	2.90077	2.5807	2.27359	2.03865
-0.76604	0	0	0.21678	0.21536	0.29141	0.28961	0.28779	0.36059	0.28471	0.28285	0.28096	0.42534	0.42201	0.41979	0.41755	0.34582	0.20378	0.2713	0.26998	0.26798	0.26664	0.26394	0.26258	0.26121	0.12953	0.06446	0.06448	0.12728	0.18959	0.24999	0.24783	0.24639	0.18525	0.0644	0.06435	0.0643	0.06421	0.29535	0.46539	0.74921	1.42893	1.14448	0.91695	0.51885	1.64985	1.53652	1.74886	1.90959	2.18037	2.82553	2.54912	3.85985	3.69462	3.58446	3.25405	3.03382	2.31825	4.00799	5.08353	4.8103	4.5371	4.3732	4.15471	5.22491	5.17975	5.24151	5.32491	5.5945	5.43611	5.92868	5.77035	6.17189	6.8792	6.61335	6.40066	7.34235	7.18205	7.57552	7.68794	8.03217	7.81575	8.26953	8.34489	8.80205	8.63851	8.95595	8.86863	8.75882	8.63716	8.54807	8.61763	8.70081	8.81199	8.72673	8.61087	8.4667	8.28983	8.11009	7.98565	7.69539	7.5086	7.49531	7.40753	7.26452	7.08473	6.93219	6.86869	6.76949	6.70071	6.4493	6.28685	6.30137	6.2887	6.12023	6.01515	5.88521	5.64808	5.47434	5.46024	5.29246	5.0548	5.53664	5.42246	5.74108	6.07175	5.71355	6.10813	6.49374	6.18359	6.80117	6.54632	6.94566	7.03286	7.50149	8.01692	9.42854	9.20766	8.93084	10.11979	10.77639	11.4534	12.15087	13.12938	14.36605	14.158	13.67294	15.14537	15.87151	15.6425	15.16047	14.36032	14.0771	13.34184	12.6613	12.22787	11.44682	10.68803	10.44985	10.13937	9.88905	9.71085	9.39022	9.09409	8.60939	8.37282	8.17473	7.87974	7.76177	7.45745	7.28074	7.1539	6.90982	6.83374	6.52423	6.46579	7.53183	9.31064	11.02461	11.68482	11.39364	11.18476	10.90612	10.48271	10.12351	9.82044	9.72499	9.78169	9.92039	10.02467	9.99991	10.53773	11.20331	10.98182	10.12934	9.83645	9.25153	8.63265	7.15296	6.54158	5.8267	5.23145	4.48678	3.96609	3.8019	3.71986	3.57321	3.49243	3.50687	3.60172	3.82098	3.41994	3.42532	3.1671	2.89516	2.37738	2.22868	1.98934	1.75872	1.58881
-0.70711	0	0	0.21686	0.21553	0.29171	0.29	0.28828	0.36134	0.28537	0.28361	0.28183	0.4267	0.42353	0.4214	0.41927	0.34729	0.2047	0.27267	0.27142	0.26953	0.26826	0.26571	0.26441	0.26312	0.13052	0.06501	0.06505	0.12846	0.19137	0.25248	0.25043	0.24906	0.18729	0.06513	0.06511	0.06509	0.06503	0.29924	0.4717	0.75952	1.44889	1.16047	0.92976	0.5261	1.67322	1.5583	1.77438	1.93785	2.21311	2.86916	2.58849	3.92025	3.75244	3.64057	3.305	3.08133	2.35458	4.07159	5.16525	4.88765	4.61007	4.44355	4.22156	5.31007	5.26656	5.33181	5.4179	5.69485	5.53364	6.0465	5.88511	6.30802	7.03806	6.76621	6.54872	7.52758	7.36332	7.77465	7.91457	8.27722	8.05432	8.53035	8.61677	9.09768	8.92876	9.27515	9.19387	9.08011	8.97164	8.8878	8.96437	9.0372	9.12513	9.02319	8.87674	8.71506	8.50779	8.29895	8.14794	7.85157	7.63896	7.60385	7.41499	7.14827	6.89256	6.70595	6.57034	6.36813	6.23405	5.99961	5.8161	5.73475	5.6614	5.47972	5.35649	5.24056	5.00204	4.82197	4.74478	4.46638	4.26544	4.59501	4.50003	4.73668	4.94761	4.62415	4.91065	5.14659	4.8999	5.35009	5.14879	5.42094	5.44408	5.74776	6.08129	7.02482	6.85928	6.65195	7.47839	7.9023	8.33785	8.78506	9.43211	10.1967	10.04837	9.70251	10.69058	11.14424	11.05099	10.76229	10.29736	10.09507	9.61933	9.22978	8.96577	8.49597	8.10128	7.92183	7.7524	7.62522	7.48851	7.36296	7.13195	6.80903	6.62281	6.57248	6.33635	6.2419	6.04652	5.90382	5.84791	5.69421	5.72129	5.54898	5.49945	6.28355	7.47488	8.61167	9.16967	9.00981	8.8448	8.6669	8.33074	8.06475	7.8601	7.81907	7.79904	7.8091	7.79892	7.7367	8.0292	8.42069	8.21895	7.60446	7.38487	6.94627	6.51557	5.4975	5.10157	4.62365	4.19334	3.68121	3.29919	3.16298	3.09492	2.93645	2.86991	2.81247	2.79957	2.94276	2.63354	2.59295	2.40366	2.20677	1.82872	1.72263	1.5454	1.37343	1.25461
