   0.390468516E+01 -0.495859689E-01 -0.665000000E+00  0.524246886E-15  0.123968254E-05 -0.211963867E+00  0.729411257E-02  0.977250283E+00  0.390500000E+01 -0.126984127E-01
   0.390468516E+01 -0.495859689E-01 -0.655000000E+00  0.546499846E-14  0.123968254E-05 -0.212269001E+00  0.730461288E-02  0.977183971E+00  0.390500000E+01 -0.126984127E-01
   0.390468516E+01 -0.495859689E-01 -0.645000000E+00  0.237138894E-13  0.123968254E-05 -0.212574995E+00  0.731514274E-02  0.977117373E+00  0.390500000E+01 -0.126984127E-01
   0.390468516E+01 -0.495859689E-01 -0.635000000E+00  0.455521600E-13  0.123968254E-05 -0.212881851E+00  0.732570228E-02  0.977050486E+00  0.390500000E+01 -0.126984127E-01
   0.390468516E+01 -0.495859689E-01 -0.625000000E+00  0.720775885E-13  0.123968254E-05 -0.213189573E+00  0.733629163E-02  0.976983308E+00  0.390500000E+01 -0.126984127E-01
   0.390468516E+01 -0.495859689E-01 -0.615000000E+00  0.101309224E-12  0.123968254E-05 -0.213498164E+00  0.734691090E-02  0.976915839E+00  0.390500000E+01 -0.126984127E-01
   0.390468516E+01 -0.495859689E-01 -0.605000000E+00  0.139023893E-12  0.123968254E-05 -0.213807629E+00  0.735756022E-02  0.976848076E+00  0.390500000E+01 -0.126984127E-01
   0.390468516E+01 -0.495859689E-01 -0.595000000E+00  0.148729108E-12  0.123968254E-05 -0.214117971E+00  0.736823972E-02  0.976780018E+00  0.390500000E+01 -0.126984127E-01
   0.390468516E+01 -0.495859689E-01 -0.585000000E+00  0.164393421E-12  0.123968254E-05 -0.214429193E+00  0.737894951E-02  0.976711663E+00  0.390500000E+01 -0.126984127E-01
   0.390468516E+01 -0.495859689E-01 -0.575000000E+00  0.157239903E-12  0.123968254E-05 -0.214741299E+00  0.738968972E-02  0.976643009E+00  0.390500000E+01 -0.126984127E-01
   0.390468516E+01 -0.495859689E-01 -0.565000000E+00  0.150893970E-12  0.123968254E-05 -0.215054293E+00  0.740046049E-02  0.976574055E+00  0.390500000E+01 -0.126984127E-01
   0.390468516E+01 -0.495859689E-01 -0.555000000E+00  0.130784473E-12  0.123968254E-05 -0.215368178E+00  0.741126194E-02  0.976504798E+00  0.390500000E+01 -0.126984127E-01
   0.390468516E+01 -0.495859689E-01 -0.545000000E+00  0.998104371E-13  0.123968254E-05 -0.215682959E+00  0.742209419E-02  0.976435238E+00  0.390500000E+01 -0.126984127E-01
   0.390468516E+01 -0.495859689E-01 -0.535000000E+00  0.670246248E-13  0.123968254E-05 -0.215998639E+00  0.743295738E-02  0.976365372E+00  0.390500000E+01 -0.126984127E-01
   0.390468516E+01 -0.495859689E-01 -0.525000000E+00  0.377582804E-13  0.123968254E-05 -0.216315221E+00  0.744385163E-02  0.976295198E+00  0.390500000E+01 -0.126984127E-01
   0.390468516E+01 -0.495859689E-01 -0.515000000E+00  0.157577800E-13  0.123968254E-05 -0.216632710E+00  0.745477707E-02  0.976224716E+00  0.390500000E+01 -0.126984127E-01
   0.390468516E+01 -0.495859689E-01 -0.505000000E+00  0.197467050E-14  0.123968254E-05 -0.216951109E+00  0.746573384E-02  0.976153922E+00  0.390500000E+01 -0.126984127E-01
   0.391468436E+01 -0.497129497E-01 -0.705000000E+00  0.602079685E-14  0.124285714E-05 -0.212148689E+00  0.726872785E-02  0.977210366E+00  0.391500000E+01 -0.126984127E-01
   0.391468436E+01 -0.497129497E-01 -0.695000000E+00  0.201919525E-13  0.124285714E-05 -0.212452234E+00  0.727912805E-02  0.977144341E+00  0.391500000E+01 -0.126984127E-01
   0.391468436E+01 -0.497129497E-01 -0.685000000E+00  0.425867690E-13  0.124285714E-05 -0.212756628E+00  0.728955734E-02  0.977078031E+00  0.391500000E+01 -0.126984127E-01
   0.391468436E+01 -0.497129497E-01 -0.675000000E+00  0.688781629E-13  0.124285714E-05 -0.213061876E+00  0.730001585E-02  0.977011436E+00  0.391500000E+01 -0.126984127E-01
   0.391468436E+01 -0.497129497E-01 -0.665000000E+00  0.104879388E-12  0.124285714E-05 -0.213367979E+00  0.731050370E-02  0.976944554E+00  0.391500000E+01 -0.126984127E-01
   0.391468436E+01 -0.497129497E-01 -0.655000000E+00  0.137503107E-12  0.124285714E-05 -0.213674942E+00  0.732102100E-02  0.976877383E+00  0.391500000E+01 -0.126984127E-01
   0.391468436E+01 -0.497129497E-01 -0.645000000E+00  0.165460392E-12  0.124285714E-05 -0.213982769E+00  0.733156789E-02  0.976809921E+00  0.391500000E+01 -0.126984127E-01
   0.391468436E+01 -0.497129497E-01 -0.635000000E+00  0.176847315E-12  0.124285714E-05 -0.214291462E+00  0.734214447E-02  0.976742168E+00  0.391500000E+01 -0.126984127E-01
   0.391468436E+01 -0.497129497E-01 -0.625000000E+00  0.177145168E-12  0.124285714E-05 -0.214601026E+00  0.735275087E-02  0.976674120E+00  0.391500000E+01 -0.126984127E-01
   0.391468436E+01 -0.497129497E-01 -0.615000000E+00  0.170412109E-12  0.124285714E-05 -0.214911464E+00  0.736338721E-02  0.976605777E+00  0.391500000E+01 -0.126984127E-01
   0.391468436E+01 -0.497129497E-01 -0.605000000E+00  0.152431239E-12  0.124285714E-05 -0.215222779E+00  0.737405363E-02  0.976537136E+00  0.391500000E+01 -0.126984127E-01
   0.391468436E+01 -0.497129497E-01 -0.595000000E+00  0.129736972E-12  0.124285714E-05 -0.215534975E+00  0.738475023E-02  0.976468197E+00  0.391500000E+01 -0.126984127E-01
   0.391468436E+01 -0.497129497E-01 -0.585000000E+00  0.913232499E-13  0.124285714E-05 -0.215848057E+00  0.739547716E-02  0.976398957E+00  0.391500000E+01 -0.126984127E-01
   0.391468436E+01 -0.497129497E-01 -0.575000000E+00  0.658351645E-13  0.124285714E-05 -0.216162026E+00  0.740623452E-02  0.976329415E+00  0.391500000E+01 -0.126984127E-01
   0.391468436E+01 -0.497129497E-01 -0.565000000E+00  0.316612784E-13  0.124285714E-05 -0.216476889E+00  0.741702246E-02  0.976259568E+00  0.391500000E+01 -0.126984127E-01
   0.391468436E+01 -0.497129497E-01 -0.555000000E+00  0.104041823E-13  0.124285714E-05 -0.216792646E+00  0.742784109E-02  0.976189416E+00  0.391500000E+01 -0.126984127E-01
   0.391468436E+01 -0.497129497E-01 -0.545000000E+00  0.108661576E-14  0.124285714E-05 -0.217109304E+00  0.743869055E-02  0.976118956E+00  0.391500000E+01 -0.126984127E-01
